mach,alpha,beta,lift,drag,pitch,side,yaw,roll
3.2,-5,1,-0.13211,0.06852,-0.00451,-0.0111,-0.00079,0.00017
3.2,-2,1,-0.05993,0.05752,-0.00396,-0.01012,-0.00089,0.00006
3.2,0,1,-0.01189,0.05474,-0.00387,-0.00947,-0.00099,0.00001
3.2,2,1,0.03842,0.05497,-0.0038,-0.00906,-0.001,-0.00002
3.2,5,1,0.11763,0.062,-0.00369,-0.00865,-0.00117,-0.00004
3.2,8,1,0.2014,0.07848,-0.00295,-0.00855,-0.00131,-0.00007
3.2,10,1,0.25934,0.09526,-0.00193,-0.00808,-0.00142,-0.00015
3.2,12,1,0.31871,0.1171,-0.0009,-0.00762,-0.00146,-0.00027
3.2,15,1,0.41313,0.16045,0.0003,-0.00664,-0.00181,-0.00042
3.2,17,1,0.47805,0.19655,0.00095,-0.00605,-0.00205,-0.00051
3.2,18,1,0.51079,0.2168,0.00116,-0.00599,-0.00222,-0.0005
3.2,20,1,0.57735,0.26188,0.00101,-0.00584,-0.00245,-0.00052
3.2,22,1,0.6449,0.31314,0.00022,-0.00499,-0.00265,-0.00053
3.2,24,1,0.71283,0.37089,-0.00058,-0.00429,-0.00288,-0.00067
3.2,25,1,0.74568,0.40181,-0.00079,-0.00376,-0.00295,-0.00081
3.2,26,1,0.7785,0.43427,-0.00111,-0.00368,-0.00293,-0.00094
3.2,28,1,0.8469,0.50553,-0.00329,-0.00394,-0.00276,-0.00122
3.2,30,1,0.91536,0.58399,-0.006,-0.00356,-0.00271,-0.00132
3.4,-5,1,-0.12726,0.06649,-0.00474,-0.0108,-0.00094,0.00019
3.4,-2,1,-0.05832,0.05564,-0.00404,-0.00993,-0.00094,0.00009
3.4,0,1,-0.01246,0.05284,-0.0036,-0.00919,-0.00089,0.00002
3.4,2,1,0.03528,0.05312,-0.00336,-0.00898,-0.00099,0
3.4,5,1,0.11098,0.05979,-0.00281,-0.00864,-0.00116,-0.00001
3.4,8,1,0.19166,0.07551,-0.00172,-0.00851,-0.00126,-0.00006
3.4,10,1,0.24798,0.09179,-0.0007,-0.00808,-0.00139,-0.00015
3.4,12,1,0.30654,0.11315,0.00009,-0.00779,-0.00154,-0.00023
3.4,15,1,0.39931,0.15549,0.00104,-0.0065,-0.00181,-0.00037
3.4,17,1,0.46327,0.19101,0.00159,-0.00617,-0.00208,-0.0004
3.4,18,1,0.49515,0.21069,0.00158,-0.00627,-0.00222,-0.00042
3.4,20,1,0.55966,0.25458,0.00157,-0.00547,-0.00245,-0.00046
3.4,22,1,0.62532,0.3045,0.00142,-0.00513,-0.0027,-0.00068
3.4,24,1,0.69314,0.36147,0.00062,-0.00466,-0.00279,-0.00074
3.4,25,1,0.7278,0.39261,-0.00044,-0.00459,-0.00286,-0.00076
3.4,26,1,0.76251,0.42559,-0.00158,-0.00448,-0.00272,-0.00083
3.4,28,1,0.83115,0.4964,-0.00409,-0.00427,-0.00252,-0.00091
3.4,30,1,0.89688,0.57304,-0.00623,-0.00362,-0.00255,-0.00099
3.6,-5,1,-0.12319,0.06469,-0.00507,-0.01054,-0.00094,0.00021
3.6,-2,1,-0.05686,0.05394,-0.004,-0.0096,-0.00095,0.00012
3.6,0,1,-0.01295,0.05127,-0.00337,-0.00918,-0.00101,0.00007
3.6,2,1,0.03269,0.05148,-0.00294,-0.00893,-0.00103,0.00003
3.6,5,1,0.10516,0.05772,-0.00207,-0.00869,-0.00114,0.00001
3.6,8,1,0.18289,0.07287,-0.00089,-0.00848,-0.00125,-0.00004
3.6,10,1,0.23776,0.08864,0.00015,-0.00819,-0.00139,-0.00011
3.6,12,1,0.29529,0.10951,0.00092,-0.00766,-0.00152,-0.00023
3.6,15,1,0.38577,0.15088,0.00196,-0.00655,-0.00184,-0.00035
3.6,17,1,0.44707,0.18518,0.00259,-0.00647,-0.00218,-0.00037
3.6,18,1,0.4784,0.20447,0.00278,-0.00626,-0.00234,-0.00039
3.6,20,1,0.54224,0.24739,0.00304,-0.00567,-0.00243,-0.0005
3.6,22,1,0.60951,0.29731,0.0023,-0.0051,-0.00246,-0.00061
3.6,24,1,0.67755,0.35379,0.00057,-0.00495,-0.00252,-0.00062
3.6,25,1,0.7106,0.38404,-0.00041,-0.00519,-0.00251,-0.00071
3.6,26,1,0.74386,0.41614,-0.00111,-0.00497,-0.0025,-0.00075
3.6,28,1,0.81102,0.48575,-0.00288,-0.00473,-0.00242,-0.00093
3.6,30,1,0.87621,0.56151,-0.00466,-0.00393,-0.00238,-0.00096
3.8,-5,1,-0.11922,0.06309,-0.00517,-0.01007,-0.00094,0.00023
3.8,-2,1,-0.05558,0.05242,-0.00404,-0.00934,-0.00095,0.00016
3.8,0,1,-0.01337,0.04983,-0.00324,-0.009,-0.00102,0.00009
3.8,2,1,0.03019,0.04995,-0.0026,-0.00891,-0.00107,0.00006
3.8,5,1,0.09976,0.0559,-0.00156,-0.0087,-0.00118,0.00005
3.8,8,1,0.17488,0.0705,-0.00009,-0.00828,-0.0012,-0.00003
3.8,10,1,0.22826,0.08587,0.00097,-0.00813,-0.00132,-0.00014
3.8,12,1,0.28467,0.10622,0.00179,-0.00761,-0.0015,-0.00025
3.8,15,1,0.37179,0.14638,0.00292,-0.00666,-0.00189,-0.00031
3.8,17,1,0.43225,0.17998,0.00374,-0.0062,-0.00214,-0.00039
3.8,18,1,0.46304,0.19866,0.00389,-0.00598,-0.00221,-0.00039
3.8,20,1,0.52742,0.24126,0.00352,-0.00567,-0.00221,-0.00053
3.8,22,1,0.59305,0.29016,0.00242,-0.00567,-0.0023,-0.00063
3.8,24,1,0.65905,0.34552,0.00148,-0.00576,-0.00244,-0.00071
3.8,25,1,0.69274,0.37586,0.0008,-0.00577,-0.00237,-0.00083
3.8,26,1,0.72652,0.40795,0,-0.00546,-0.00232,-0.00086
3.8,28,1,0.79459,0.4776,-0.00171,-0.00476,-0.00241,-0.00077
3.8,30,1,0.86132,0.55382,-0.004,-0.00384,-0.0024,-0.00072
4,-5,1,-0.11578,0.06162,-0.0054,-0.01015,-0.00102,0.00023
4,-2,1,-0.0541,0.05106,-0.00387,-0.00903,-0.001,0.00019
4,0,1,-0.01396,0.04848,-0.0031,-0.00884,-0.00102,0.00013
4,2,1,0.028,0.04855,-0.00225,-0.00879,-0.00105,0.00008
4,5,1,0.0948,0.05422,-0.001,-0.00856,-0.00111,0.00006
4,8,1,0.16722,0.06837,0.00061,-0.00821,-0.0012,-0.00004
4,10,1,0.21946,0.08331,0.00167,-0.00817,-0.00138,-0.00015
4,12,1,0.27389,0.10316,0.00253,-0.00742,-0.00151,-0.00022
4,15,1,0.35915,0.1424,0.00405,-0.00658,-0.0018,-0.00033
4,17,1,0.41875,0.1752,0.00453,-0.00624,-0.00199,-0.00042
4,18,1,0.44996,0.19398,0.00443,-0.00606,-0.00201,-0.00049
4,20,1,0.51334,0.23603,0.00413,-0.00615,-0.00222,-0.0006
4,22,1,0.57812,0.2843,0.00362,-0.0061,-0.00229,-0.00072
4,24,1,0.64579,0.33987,0.00224,-0.00607,-0.00226,-0.00082
4,25,1,0.6801,0.37036,0.00153,-0.00576,-0.00227,-0.00079
4,26,1,0.7138,0.40216,0.00048,-0.00576,-0.00235,-0.00077
4,28,1,0.78122,0.47097,-0.00152,-0.00506,-0.00254,-0.00063
4,30,1,0.84632,0.54563,-0.00363,-0.00429,-0.00252,-0.00059
4.2,-5,1,-0.11252,0.06032,-0.00548,-0.01004,-0.00099,0.00023
4.2,-2,1,-0.05326,0.04984,-0.00394,-0.00895,-0.001,0.00021
4.2,0,1,-0.01442,0.04727,-0.00292,-0.00879,-0.00105,0.00015
4.2,2,1,0.02584,0.04732,-0.00195,-0.00868,-0.00108,0.00012
4.2,5,1,0.09011,0.05279,-0.00047,-0.00851,-0.00106,0.00006
4.2,10,1,0.21112,0.0811,0.00237,-0.00795,-0.00132,-0.00015
4.2,12,1,0.26428,0.10054,0.00342,-0.00742,-0.00152,-0.00025
4.2,15,1,0.34798,0.139,0.00485,-0.0066,-0.00177,-0.00036
4.2,17,1,0.40762,0.17164,0.00507,-0.00643,-0.00195,-0.00052
4.2,18,1,0.43841,0.19024,0.0052,-0.00614,-0.00199,-0.00053
4.2,20,1,0.50098,0.23168,0.0048,-0.00613,-0.00213,-0.00064
4.2,22,1,0.56802,0.28046,0.00397,-0.00607,-0.00221,-0.0007
4.2,24,1,0.63513,0.33548,0.00223,-0.00578,-0.00221,-0.00062
4.2,25,1,0.66842,0.36529,0.00158,-0.00559,-0.00226,-0.0006
4.2,26,1,0.7012,0.39641,0.00068,-0.0055,-0.00234,-0.00053
4.2,28,1,0.76718,0.46391,-0.00061,-0.00511,-0.00248,-0.00046
4.2,30,1,0.82976,0.53632,-0.00213,-0.00473,-0.00252,-0.00053
4.4,-5,1,-0.10949,0.05915,-0.00556,-0.00998,-0.00096,0.00023
4.4,-2,1,-0.05227,0.04882,-0.00394,-0.00872,-0.00098,0.00022
4.4,0,1,-0.01474,0.04623,-0.00275,-0.00852,-0.00101,0.00017
4.4,2,1,0.02394,0.04622,-0.00169,-0.00846,-0.00098,0.00013
4.4,5,1,0.08574,0.05145,-0.00006,-0.00849,-0.00104,0.00005
4.4,8,1,0.15388,0.06483,0.0018,-0.00809,-0.00115,-0.00006
4.4,10,1,0.20371,0.07918,0.00292,-0.00791,-0.00134,-0.00016
4.4,12,1,0.25514,0.09819,0.00409,-0.00736,-0.00147,-0.00027
4.4,15,1,0.33859,0.13634,0.00528,-0.00672,-0.00168,-0.00045
4.4,17,1,0.39686,0.1684,0.00573,-0.00642,-0.00191,-0.00052
4.4,18,1,0.42807,0.18693,0.00578,-0.00633,-0.00197,-0.00059
4.4,20,1,0.49107,0.22818,0.00492,-0.00613,-0.00213,-0.0006
4.4,22,1,0.55742,0.27642,0.004,-0.006,-0.00219,-0.00051
4.4,24,1,0.62275,0.3303,0.00294,-0.00583,-0.00231,-0.00042
4.4,25,1,0.65576,0.35968,0.00224,-0.00572,-0.0024,-0.00041
4.4,26,1,0.68832,0.39046,0.00191,-0.00543,-0.00246,-0.00037
4.4,28,1,0.75301,0.4566,0.00049,-0.00533,-0.00251,-0.00048
4.4,30,1,0.81933,0.53058,-0.00115,-0.00512,-0.00271,-0.00066
4.6,-2,1,-0.05128,0.04776,-0.00387,-0.00873,-0.001,0.00023
4.6,0,1,-0.01514,0.04529,-0.00269,-0.00837,-0.00096,0.00019
4.6,2,1,0.02213,0.04516,-0.0015,-0.00843,-0.00097,0.00014
4.6,5,1,0.08486,0.04553,0.00113,-0.01329,-0.00036,0.00001
4.6,8,1,0.14838,0.06344,0.00221,-0.00799,-0.00114,-0.00008
4.6,10,1,0.19686,0.07754,0.00343,-0.00767,-0.00129,-0.00019
4.6,12,1,0.2476,0.09633,0.0045,-0.00719,-0.0014,-0.0003
4.6,15,1,0.32998,0.13402,0.00575,-0.00675,-0.00173,-0.00044
4.6,17,1,0.38837,0.16584,0.00596,-0.00646,-0.00184,-0.00052
4.6,18,1,0.41918,0.18412,0.0057,-0.00638,-0.00197,-0.00056
4.6,20,1,0.48231,0.22516,0.00512,-0.00613,-0.0021,-0.00045
4.6,22,1,0.54605,0.27207,0.00457,-0.00597,-0.00227,-0.00031
4.6,24,1,0.61099,0.3253,0.00404,-0.00576,-0.00237,-0.0003
4.6,25,1,0.6433,0.354,0.00329,-0.00576,-0.00253,-0.00029
4.6,26,1,0.67722,0.3851,0.00276,-0.00571,-0.00253,-0.00041
4.6,28,1,0.74485,0.4522,0.00089,-0.00553,-0.0026,-0.00057
4.6,30,1,0.81139,0.52575,-0.00081,-0.00499,-0.00256,-0.00076
4.8,-5,1,-0.10423,0.05706,-0.00581,-0.00963,-0.00085,0.00025
4.8,-2,1,-0.04983,0.04634,-0.00401,-0.00853,-0.00093,0.00021
4.8,0,1,-0.01531,0.04441,-0.00258,-0.00818,-0.00096,0.0002
4.8,2,1,0.02042,0.04431,-0.00137,-0.00838,-0.00092,0.00013
4.8,5,1,0.07844,0.04926,0.00078,-0.00824,-0.00101,0.00005
4.8,8,1,0.14358,0.06216,0.00259,-0.00797,-0.00112,-0.0001
4.8,10,1,0.19066,0.07604,0.00375,-0.00756,-0.00124,-0.0002
4.8,12,1,0.24106,0.09467,0.00485,-0.00721,-0.00139,-0.00033
4.8,15,1,0.32186,0.13182,0.00598,-0.00672,-0.00167,-0.00046
4.8,17,1,0.38077,0.16361,0.00618,-0.00634,-0.00182,-0.00049
4.8,18,1,0.41082,0.18157,0.00588,-0.00637,-0.00192,-0.00045
4.8,20,1,0.47282,0.2219,0.00574,-0.00624,-0.00217,-0.0003
4.8,22,1,0.53555,0.26806,0.0053,-0.00603,-0.00236,-0.00025
4.8,24,1,0.60159,0.32112,0.00428,-0.00595,-0.00247,-0.00035
4.8,25,1,0.63566,0.35045,0.00387,-0.00562,-0.00246,-0.00041
4.8,26,1,0.66909,0.38096,0.00289,-0.0057,-0.00255,-0.00045
4.8,28,1,0.73814,0.4482,0.00119,-0.00596,-0.00272,-0.00065
4.8,30,1,0.80411,0.52108,-0.00048,-0.00494,-0.00269,-0.00077
5,-5,1,-0.10191,0.05613,-0.00591,-0.00957,-0.00081,0.00025
5,-2,1,-0.04774,0.04495,-0.00411,-0.00866,-0.00099,0.00022
5,0,1,-0.01564,0.04364,-0.00254,-0.00826,-0.00098,0.0002
5,2,1,0.01898,0.04352,-0.00117,-0.00822,-0.00091,0.00014
5,5,1,0.07523,0.04832,0.00097,-0.00811,-0.00094,0.00004
5,8,1,0.13912,0.06105,0.00289,-0.00778,-0.00105,-0.00011
5,10,1,0.18535,0.07477,0.00403,-0.00754,-0.00119,-0.00022
5,12,1,0.23496,0.09321,0.00507,-0.0073,-0.0014,-0.00033
5,15,1,0.31518,0.13003,0.00616,-0.00676,-0.00165,-0.00045
5,17,1,0.37313,0.16143,0.00635,-0.00634,-0.00182,-0.00039
5,18,1,0.40335,0.17932,0.0064,-0.00626,-0.00194,-0.00031
5,20,1,0.46383,0.21888,0.00629,-0.00593,-0.00211,-0.00024
5,22,1,0.52796,0.26515,0.00569,-0.00593,-0.00232,-0.00026
5,24,1,0.59443,0.31787,0.0048,-0.00612,-0.00254,-0.00039
5,25,1,0.62807,0.34669,0.00401,-0.00597,-0.00249,-0.00046
5,26,1,0.66271,0.37765,0.00321,-0.00603,-0.00258,-0.00054
5,28,1,0.72995,0.44357,0.00174,-0.00581,-0.00249,-0.0007
5,30,1,0.79562,0.51566,-0.00013,-0.00518,-0.00267,-0.00078
5.2,-5,1,-0.0996,0.05529,-0.0059,-0.00951,-0.00085,0.00027
5.2,-2,1,-0.04697,0.04416,-0.00417,-0.00924,-0.00089,0.00024
5.2,0,1,-0.01568,0.04292,-0.00242,-0.00819,-0.00094,0.00021
5.2,2,1,0.01783,0.04284,-0.001,-0.0081,-0.00092,0.00014
5.2,5,1,0.07242,0.0475,0.00116,-0.00807,-0.00095,0.00003
5.2,8,1,0.13502,0.05992,0.00309,-0.00878,-0.00102,-0.00012
5.2,10,1,0.18057,0.07359,0.00429,-0.00883,-0.00122,-0.00023
5.2,12,1,0.22911,0.09188,0.00538,-0.00729,-0.00138,-0.00035
5.2,15,1,0.30887,0.12847,0.00636,-0.00664,-0.00163,-0.00039
5.2,17,1,0.36589,0.1594,0.00656,-0.00626,-0.00186,-0.00026
5.2,18,1,0.39547,0.17696,0.00693,-0.0061,-0.00193,-0.00026
5.2,20,1,0.45699,0.21664,0.00673,-0.00607,-0.00215,-0.00023
5.2,22,1,0.52067,0.26224,0.00622,-0.00611,-0.00227,-0.00032
5.2,24,1,0.58732,0.31468,0.00509,-0.00615,-0.00243,-0.00045
5.2,25,1,0.62123,0.34341,0.00426,-0.00613,-0.00245,-0.00049
5.2,26,1,0.65476,0.37352,0.00349,-0.0062,-0.00248,-0.00058
5.2,28,1,0.72127,0.43861,0.00231,-0.00602,-0.00254,-0.00067
5.2,30,1,0.78976,0.51191,0.00031,-0.00503,-0.00248,-0.00077
5.4,-5,1,-0.09759,0.05449,-0.00591,-0.00947,-0.00082,0.00028
5.4,-2,1,-0.04621,0.04345,-0.00415,-0.00863,-0.00098,0.00024
5.4,0,1,-0.01613,0.04226,-0.00247,-0.00806,-0.00088,0.00022
5.4,5,1,0.06988,0.04674,0.00131,-0.00786,-0.00091,0.00004
5.4,8,1,0.13129,0.05898,0.00326,-0.00763,-0.00101,-0.00014
5.4,10,1,0.17612,0.07257,0.00448,-0.00748,-0.00118,-0.00024
5.4,12,1,0.22386,0.09074,0.00547,-0.00718,-0.00135,-0.00033
5.4,15,1,0.30267,0.12694,0.00647,-0.00638,-0.00162,-0.00029
5.4,17,1,0.35942,0.15764,0.00712,-0.00613,-0.00189,-0.00022
5.4,18,1,0.38874,0.17496,0.00714,-0.00604,-0.00201,-0.00021
5.4,20,1,0.45025,0.2143,0.00708,-0.00617,-0.00222,-0.00026
5.4,22,1,0.51367,0.25942,0.00665,-0.00622,-0.00233,-0.00039
5.4,24,1,0.57996,0.31124,0.00541,-0.00622,-0.00235,-0.00044
5.4,25,1,0.61305,0.33946,0.00482,-0.00621,-0.00236,-0.00048
5.4,26,1,0.64736,0.36981,0.00424,-0.00645,-0.00241,-0.00057
5.4,28,1,0.7151,0.43507,0.00234,-0.00606,-0.00247,-0.00067
5.4,30,1,0.78324,0.50769,-0.00007,-0.00553,-0.00265,-0.00073
5.6,-5,1,-0.09559,0.05383,-0.0059,-0.00933,-0.00077,0.00029
5.6,-2,1,-0.0455,0.04276,-0.00416,-0.00849,-0.00092,0.00024
5.6,0,1,-0.01622,0.04171,-0.0024,-0.00791,-0.00082,0.00021
5.6,2,1,0.01543,0.04168,-0.00082,-0.00796,-0.0009,0.00015
5.6,5,1,0.06767,0.04604,0.00147,-0.00773,-0.00089,0.00003
5.6,8,1,0.12775,0.05811,0.00339,-0.00758,-0.00099,-0.00015
5.6,10,1,0.17165,0.07168,0.00461,-0.0073,-0.00115,-0.00024
5.6,12,1,0.21929,0.08981,0.00571,-0.00705,-0.00134,-0.0003
5.6,15,1,0.29705,0.12555,0.00676,-0.00631,-0.00169,-0.00021
5.6,17,1,0.35364,0.15598,0.0073,-0.00606,-0.00191,-0.00022
5.6,18,1,0.38282,0.17323,0.00743,-0.00601,-0.00203,-0.00022
5.6,20,1,0.44409,0.21213,0.00755,-0.00614,-0.00223,-0.0003
5.6,22,1,0.50694,0.25672,0.0073,-0.00622,-0.00227,-0.00035
5.6,24,1,0.57319,0.30817,0.00591,-0.00666,-0.00234,-0.00046
5.6,25,1,0.60702,0.33647,0.00526,-0.00657,-0.00232,-0.0005
5.6,26,1,0.64098,0.36645,0.00452,-0.0064,-0.00233,-0.00058
5.6,28,1,0.70949,0.43178,0.00267,-0.00641,-0.00251,-0.00066
5.6,30,1,0.77744,0.50396,-0.00031,-0.00543,-0.00247,-0.0007
5.8,-5,1,-0.09369,0.05315,-0.00585,-0.00917,-0.00075,0.0003
5.8,-2,1,-0.04482,0.04209,-0.00414,-0.00838,-0.00086,0.00025
5.8,0,1,-0.01555,0.04079,-0.0025,-0.00774,-0.00086,0.0002
5.8,2,1,0.01445,0.04108,-0.0007,-0.00793,-0.00087,0.00014
5.8,5,1,0.0655,0.04537,0.00159,-0.00766,-0.00086,0.00003
5.8,8,1,0.12448,0.05737,0.00358,-0.00746,-0.00098,-0.00014
5.8,10,1,0.16772,0.07092,0.00475,-0.00728,-0.00112,-0.00025
5.8,12,1,0.21503,0.08896,0.00586,-0.00698,-0.00137,-0.00027
5.8,15,1,0.29205,0.12433,0.00716,-0.00625,-0.00175,-0.00021
5.8,17,1,0.3481,0.15442,0.00751,-0.00613,-0.00195,-0.00024
5.8,18,1,0.37752,0.17161,0.00771,-0.00594,-0.00202,-0.00027
5.8,20,1,0.43723,0.20969,0.00798,-0.00634,-0.00223,-0.00034
5.8,22,1,0.50018,0.25402,0.00743,-0.00646,-0.00222,-0.00037
5.8,24,1,0.56694,0.30519,0.00612,-0.00663,-0.00227,-0.00051
5.8,25,1,0.60062,0.33327,0.00534,-0.00684,-0.00233,-0.00058
5.8,26,1,0.6355,0.36359,0.00461,-0.00682,-0.00228,-0.00063
5.8,28,1,0.70346,0.42824,0.00224,-0.00653,-0.0024,-0.00069
5.8,30,1,0.77153,0.50004,-0.00034,-0.00582,-0.00255,-0.00075
6,-5,1,-0.09242,0.05273,-0.00597,-0.0092,-0.00076,0.00032
6,-2,1,-0.04417,0.04151,-0.00412,-0.00832,-0.00083,0.00025
6,0,1,-0.0156,0.04022,-0.00243,-0.00776,-0.00088,0.0002
6,2,1,0.01347,0.0406,-0.00061,-0.00782,-0.00086,0.00015
6,5,1,0.06353,0.04481,0.00168,-0.00756,-0.00085,0.00002
6,8,1,0.12153,0.05676,0.00373,-0.0074,-0.00101,-0.00013
6,10,1,0.1642,0.07027,0.0049,-0.00706,-0.00112,-0.00023
6,12,1,0.21097,0.08811,0.00597,-0.00674,-0.00139,-0.00021
6,15,1,0.28746,0.12321,0.00738,-0.0061,-0.00176,-0.00021
6,17,1,0.34301,0.15295,0.00783,-0.00595,-0.00196,-0.00027
6,20,1,0.43117,0.20763,0.00829,-0.00645,-0.00215,-0.00035
6,22,1,0.4945,0.25154,0.00753,-0.00659,-0.00223,-0.00044
6,24,1,0.56164,0.30268,0.0062,-0.00677,-0.00228,-0.00056
6,25,1,0.59576,0.33085,0.00589,-0.00697,-0.00224,-0.00066
6,26,1,0.62976,0.36044,0.00454,-0.00689,-0.00223,-0.00066
6,28,1,0.6992,0.42564,0.00234,-0.00641,-0.00227,-0.00075
6,30,1,0.7663,0.49705,0.0003,-0.00617,-0.0025,-0.00077
0.2,-5,2,-0.09419,0.00095,-0.02873,-0.02278,0.00235,0.0005
0.2,-2,2,0.06121,0.05001,-0.03371,-0.02026,0.00215,-0.00029
0.2,0,2,0.15851,0.05318,-0.03713,-0.0187,0.002,-0.00075
0.2,1,2,0.20452,0.05598,-0.03798,-0.018,0.0018,-0.00101
0.2,2,2,0.24422,0.05818,-0.03747,-0.01722,0.00178,-0.00128
0.2,5,2,0.37615,0.07424,-0.03992,-0.01404,0.00169,-0.00206
0.2,8,2,0.51409,0.0979,-0.04273,-0.01077,0.00137,-0.00287
0.2,10,2,0.60747,0.12069,-0.04316,-0.00791,0.00101,-0.00332
0.2,12,2,0.69737,0.15134,-0.04381,-0.00421,0.00052,-0.00384
0.2,15,2,0.83456,0.20704,-0.04442,0.00277,-0.0002,-0.00448
0.2,16,2,0.87342,0.22614,-0.0452,0.00484,-0.00066,-0.00462
0.2,17,2,0.92047,0.24919,-0.04478,0.00772,-0.00081,-0.0048
0.2,18,2,0.95797,0.27076,-0.04528,0.01056,-0.00112,-0.00517
0.2,19,2,0.9992,0.29528,-0.04526,0.01375,-0.00134,-0.0051
0.2,20,2,1.04293,0.3229,-0.04597,0.01634,-0.00149,-0.00523
0.2,21,2,1.07947,0.34992,-0.04577,0.01925,-0.00179,-0.00547
0.2,22,2,1.11645,0.37929,-0.0463,0.02101,-0.00229,-0.00571
0.2,23,2,1.15528,0.4105,-0.04643,0.02288,-0.00262,-0.0057
0.2,24,2,1.19196,0.44421,-0.04713,0.02694,-0.00262,-0.00539
0.2,25,2,1.23357,0.46025,-0.04768,0.02878,-0.00304,-0.00546
0.2,26,2,1.26575,0.49751,-0.04813,0.03105,-0.00324,-0.00549
0.2,27,2,1.29422,0.51876,-0.05067,0.03223,-0.00366,-0.00538
0.2,28,2,1.32726,0.56132,-0.05091,0.03662,-0.00321,-0.00527
0.2,29,2,1.35063,0.60169,-0.05085,0.03764,-0.00377,-0.00482
0.2,30,2,1.36352,0.65363,-0.05111,0.04343,-0.00289,-0.00446
0.3,-5,2,-0.09908,0.00798,-0.02832,-0.02503,0.00232,0.00046
0.3,-2,2,0.04373,0.02315,-0.03056,-0.02314,0.00229,-0.00024
0.3,0,2,0.14096,0.0386,-0.03312,-0.02156,0.00193,-0.00074
0.3,1,2,0.18683,0.04129,-0.03396,-0.02071,0.0018,-0.00101
0.3,2,2,0.23435,0.04462,-0.03492,-0.0196,0.00183,-0.00126
0.3,5,2,0.37415,0.06237,-0.03808,-0.01716,0.00153,-0.00212
0.3,8,2,0.51683,0.08768,-0.04122,-0.01416,0.00129,-0.00304
0.3,10,2,0.61504,0.11088,-0.04238,-0.01101,0.00089,-0.00353
0.3,12,2,0.70906,0.13946,-0.0434,-0.00626,0.0005,-0.00415
0.3,15,2,0.85166,0.19394,-0.04412,0.00117,-0.0003,-0.00482
0.3,16,2,0.89752,0.21448,-0.04451,0.00431,-0.00051,-0.00501
0.3,17,2,0.94384,0.23666,-0.04498,0.00781,-0.00088,-0.00516
0.3,18,2,0.98553,0.25949,-0.0461,0.01006,-0.00125,-0.0054
0.3,19,2,1.03082,0.28569,-0.04807,0.01355,-0.00163,-0.00556
0.3,20,2,1.07514,0.31352,-0.04813,0.01672,-0.00196,-0.00581
0.3,21,2,1.11463,0.34198,-0.04982,0.01982,-0.00237,-0.00604
0.3,22,2,1.15218,0.37202,-0.05068,0.02175,-0.00276,-0.00591
0.3,23,2,1.19177,0.40562,-0.05344,0.02361,-0.00309,-0.0061
0.3,24,2,1.22705,0.43968,-0.05496,0.02709,-0.00324,-0.00584
0.3,25,2,1.25987,0.47616,-0.05586,0.03016,-0.00307,-0.00558
0.3,26,2,1.28429,0.51198,-0.05667,0.03341,-0.00335,-0.00523
0.3,27,2,1.30982,0.54996,-0.05754,0.03456,-0.00384,-0.00479
0.3,28,2,1.33639,0.59072,-0.05614,0.03769,-0.0032,-0.00435
0.3,29,2,1.34937,0.62756,-0.05682,0.03943,-0.00336,-0.00366
0.3,30,2,1.36957,0.66835,-0.05681,0.04231,-0.00305,-0.00343
0.4,-5,2,-0.10256,0.01457,-0.02781,-0.02614,0.00227,0.0003
0.4,-2,2,0.04739,0.03202,-0.03196,-0.02473,0.00192,-0.0003
0.4,0,2,0.13752,0.03245,-0.03279,-0.02366,0.00189,-0.00083
0.4,1,2,0.18298,0.03474,-0.03356,-0.02288,0.00193,-0.00113
0.4,2,2,0.2302,0.03725,-0.03411,-0.02219,0.00209,-0.0014
0.4,5,2,0.37545,0.05343,-0.03702,-0.0197,0.00188,-0.0023
0.4,8,2,0.52449,0.08177,-0.04024,-0.01558,0.00129,-0.00313
0.4,10,2,0.62448,0.1062,-0.04188,-0.01233,0.00105,-0.00371
0.4,12,2,0.72497,0.13669,-0.04317,-0.00733,0.0006,-0.00441
0.4,15,2,0.87099,0.19085,-0.04568,0.00014,-0.00044,-0.00518
0.4,16,2,0.91831,0.21172,-0.04677,0.00303,-0.00093,-0.00539
0.4,17,2,0.96478,0.23389,-0.04807,0.00678,-0.00088,-0.00563
0.4,18,2,1.01341,0.25896,-0.04964,0.00954,-0.00148,-0.00575
0.4,19,2,1.05667,0.28441,-0.05224,0.01305,-0.00158,-0.00591
0.4,20,2,1.09844,0.31202,-0.05524,0.01519,-0.0022,-0.00608
0.4,21,2,1.14026,0.34274,-0.05713,0.01885,-0.00227,-0.00634
0.4,22,2,1.18104,0.37719,-0.05998,0.0217,-0.00217,-0.00631
0.4,23,2,1.2177,0.41276,-0.06245,0.02277,-0.00267,-0.00614
0.4,24,2,1.2492,0.4499,-0.06358,0.02448,-0.00245,-0.00557
0.4,25,2,1.27685,0.48644,-0.06252,0.02666,-0.00273,-0.00505
0.4,26,2,1.29775,0.52369,-0.06162,0.02973,-0.0024,-0.00415
0.4,27,2,1.31584,0.56269,-0.06066,0.0306,-0.00231,-0.00359
0.4,28,2,1.33495,0.60439,-0.06034,0.03286,-0.00181,-0.00262
0.4,29,2,1.35286,0.64584,-0.06038,0.03383,-0.00166,-0.00199
0.4,30,2,1.35203,0.6786,-0.05816,0.03607,-0.00109,-0.00089
